μωρό,"baby, infant",μωρό,"baby, infant"
νονά,godmother,νονά,godmother
νονός,godfather,νονός,godfather
ξάδελφος,cousin,ξάδελφος,cousin
οικογένεια,"family, a family",οικογένεια,"family, a family"
οικογενειακός,family,οικογενειακός,family
παππούς,"grandfather, grandpa",παππούς,"grandfather, grandpa"
πατέρας,"father, a father",πατέρας,"father, a father"
συγγενής,"relative, cognate",συγγενής,"relative, cognate"
συγγενείς,"relatives, cognates, related",συγγενείς,"relatives, cognates, related"
σύζυγός,"wife, husband",σύζυγός,"wife, husband"
τύπος,"type, press, man",τύπος,"type, press, man"
αγγούρι,cucumber,αγγούρι,cucumber
αλάτι,salt,αλάτι,salt
αυγό,egg,αυγό,egg
αχλάδι,pear,αχλάδι,pear
βοδινό,beef,βοδινό,beef
γεύμα,"meal, dinner, lunch",γεύμα,"meal, dinner, lunch"
γλυκό,"sweet, dessert, candy",γλυκό,"sweet, dessert, candy"
γύρος,"gyro, gyros, turn",γύρος,"gyro, gyros, turn"
δείπνο,"dinner, supper",δείπνο,"dinner, supper"
ελαιόλαδο,olive oil,ελαιόλαδο,olive oil
ζάχαρη,"sugar, (of) sugar",ζάχαρη,"sugar, (of) sugar"
ζυμαρικά,"pasta, macaroni",ζυμαρικά,"pasta, macaroni"
κέικ,cake,κέικ,cake
κέτσαπ,"ketchup, catsup",κέτσαπ,"ketchup, catsup"
καρπούζι,watermelon,καρπούζι,watermelon
καρότο,carrot,καρότο,carrot
καφέ,"coffee, brown, of coffee",καφέ,"coffee, brown, of coffee"
καφές,"coffee, ο καφές",καφές,"coffee, ο καφές"
κεράσι,cherry,κεράσι,cherry
κεφτές,"meatball, a meatball",κεφτές,"meatball, a meatball"
κοτόπουλο,chicken,κοτόπουλο,chicken
κρέας,meat,κρέας,meat
κρασί,"wine, of wine",κρασί,"wine, of wine"
κρεμμύδι,onion,κρεμμύδι,onion
λεμόνι,lemon,λεμόνι,lemon
λουκάνικο,"sausage, hot dog, wiener",λουκάνικο,"sausage, hot dog, wiener"
με,"with, me, by",με,"with, me, by"
μεσημεριανό,lunch,μεσημεριανό,lunch
μπριζόλα,steak,μπριζόλα,steak
μπύρα,beer,μπύρα,beer
νόστιμο,"delicious, tasty, yummy",νόστιμο,"delicious, tasty, yummy"
νόστιμος,"tasty, delicious",νόστιμος,"tasty, delicious"
πίτσα,"pizza, of pizza",πίτσα,"pizza, of pizza"
παγωτό,ice cream,παγωτό,ice cream
πατάτα,potato,πατάτα,potato
πατάτες,potatoes,πατάτες,potatoes
πεπόνι,"(a) melon, a melon",πεπόνι,"(a) melon, a melon"
πιάτο,"plate, dish",πιάτο,"plate, dish"
πιπέρι,pepper,πιπέρι,pepper
πορτοκάλι,"orange (fruit), an orange, is eating an orange",πορτοκάλι,"orange (fruit), an orange, is eating an orange"
πορτοκαλάδα,orangeade,πορτοκαλάδα,orangeade
ποτήρι,"glass, (a) glass (of)",ποτήρι,"glass, (a) glass (of)"
πρωινό,breakfast,πρωινό,breakfast
ροδάκινο,peach,ροδάκινο,peach
σαλάτα,"salad, a salad, any salad",σαλάτα,"salad, a salad, any salad"
σκόρδο,garlic,σκόρδο,garlic
σοκολάτα,chocolate,σοκολάτα,chocolate
σούπα,soup,σούπα,soup
σταφύλι,grape,σταφύλι,grape
τομάτα,"tomato, tomatoes",τομάτα,"tomato, tomatoes"
τροφή,"food, nourishment",τροφή,"food, nourishment"
τσάι,tea,τσάι,tea
τσίζκεικ,"cheesecake, cheesecakes",τσίζκεικ,"cheesecake, cheesecakes"
τυρί,cheese,τυρί,cheese
φαγητό,food,φαγητό,food
φράουλα,strawberry,φράουλα,strawberry
φρέσκο,fresh,φρέσκο,fresh
φρούτο,fruit,φρούτο,fruit
χάμπουργκερ,"hamburger, burger",χάμπουργκερ,"hamburger, burger"
χοιρινό,pork,χοιρινό,pork
χορτοφάγος,"vegetarian, a vegetarian",χορτοφάγος,"vegetarian, a vegetarian"
χυμός,juice,χυμός,juice
ψάρι,fish,ψάρι,fish
λω,λω,λω,λω
πα,πα,πα,πα
στω,"in, to, at",στω,"in, to, at"
τηλέφωνο,"telephone, phone",τηλέφωνο,"telephone, phone"
φω,lights,φω,lights
ψω,ψω,ψω,ψω
ωρίων,hours,ωρίων,hours
δικά,"look, see, watch",δικά,"look, see, watch"
δικές,own,δικές,own
δική,own,δική,own
δικοί,own,δικοί,own
δικό,"look, see, watch",δικό,"look, see, watch"
δικός,own,δικός,own
μας,"our, (to) us",μας,"our, (to) us"
σας,"your, you",σας,"your, you"
σου,"your, to you, you (singular)",σου,"your, to you, you (singular)"
της,"her, of, the",της,"her, of, the"
του,"his, of, of the",του,"his, of, of the"
τους,the,τους,the
Δαβίδ,David,Δαβίδ,David
Καναδά,"sofa, couch, the sofa",Καναδά,"sofa, couch, the sofa"
γορίλας,gorilla,γορίλας,gorilla
δα,da,δα,da
δράμα,drama,δράμα,drama
λα,peoples,λα,peoples
λο,Lo,λο,Lo
μεγάλο,"big, large, great",μεγάλο,"big, large, great"
σκελετός,skeleton,σκελετός,skeleton
αυτός κάνει,he does,αυτός κάνει,he does
βίντεο,video,βίντεο,video
ος,as many,ος,as many
ούζο,Ouzo,ούζο,Ouzo
σείο,σείο,σείο,σείο
σιν,whose,σιν,whose
σν,σν,σν,σν
σνακ,snack,σνακ,snack
στ,"the, in, at",στ,"the, in, at"
Μαρκ,"brand, label, make",Μαρκ,"brand, label, make"
Νανά,dwarf,Νανά,dwarf
αν,if,αν,if
να,to,να,to
ρία,ρία,ρία,ρία
ρο,router,ρο,router
ει,ει,ει,ει
ροζ,"pink, a pink",ροζ,"pink, a pink"
στο,"the, to the, in the",στο,"the, to the, in the"
τοποθεσία,"site, location, place",τοποθεσία,"site, location, place"
άντρα,man,άντρα,man
αγαπάω,"love, you love",αγαπάω,"love, you love"
γλυκά,"sweets, sweet (adj. neut. plural)",γλυκά,"sweets, sweet (adj. neut. plural)"
δίνω,"give, (I) give, (I am) giving",δίνω,"give, (I) give, (I am) giving"
δρόμο,"street, road, way",δρόμο,"street, road, way"
ελέφαντα,elephant,ελέφαντα,elephant
ελέφαντες,elephants,ελέφαντες,elephants
πουκάμισο,"shirt, a shirt, shirt (with buttons)",πουκάμισο,"shirt, a shirt, shirt (with buttons)"
πουλιά,sell,πουλιά,sell
σκύλο,"dog, a dog",σκύλο,"dog, a dog"
σκύλους,dogs,σκύλους,dogs
στον,"in the, at the, in",στον,"in the, at the, in"
τα άρθρα της αιτιατικής,the articles of causation,τα άρθρα της αιτιατικής,the articles of causation
χυμό,"juice, of juice",χυμό,"juice, of juice"
άριστη,"excellent, an excellent, perfect",άριστη,"excellent, an excellent, perfect"
ίδια,same,ίδια,same
ακριβός,"expensive, costly, pricey",ακριβός,"expensive, costly, pricey"
ανεξάρτητο,independent,ανεξάρτητο,independent
ανθρώπινη,"human, humane",ανθρώπινη,"human, humane"
ανοιχτό,"open, light, on",ανοιχτό,"open, light, on"
ανοιχτός,"light, open",ανοιχτός,"light, open"
απαραίτητη,"necessary, essential",απαραίτητη,"necessary, essential"
αριστερός,"left, leftist",αριστερός,"left, leftist"
βασικό,"basic, main",βασικό,"basic, main"
βρώμικο,"dirty, filthy",βρώμικο,"dirty, filthy"
γενική,"general, generic",γενική,"general, generic"
γενικός,general,γενικός,general
γρήγορος,fast,γρήγορος,fast
δίγλωσση,bilingual,δίγλωσση,bilingual
δίγλωσσος,bilingual,δίγλωσσος,bilingual
δημοφιλής,popular,δημοφιλής,popular
διάσημη,"famous, renowned, well-known",διάσημη,"famous, renowned, well-known"
διαφορετική,"different, unlike",διαφορετική,"different, unlike"
δύσκολη,"difficult, hard",δύσκολη,"difficult, hard"
ενδιαφέρων,"interesting, an interesting",ενδιαφέρων,"interesting, an interesting"
επίσημος,"official, formal",επίσημος,"official, formal"
επόμενο,next,επόμενο,next
επόμενος,next,επόμενος,next
εύκολο,easy,εύκολο,easy
ζεστό,"hot, warm",ζεστό,"hot, warm"
ζωντανός,"alive, living",ζωντανός,"alive, living"
θετικό,positive,θετικό,positive
ιδιαίτερο,special,ιδιαίτερο,special
ιδιαίτερος,special,ιδιαίτερος,special
ιστορική,"historical, historic",ιστορική,"historical, historic"
καθαρό,"clean, pure, clear",καθαρό,"clean, pure, clear"
κακή,bad,κακή,bad
καλός,"good, a good, kind",καλός,"good, a good, kind"
κουρασμένη,tired,κουρασμένη,tired
κουρασμένος,"tired, weary",κουρασμένος,"tired, weary"
μικρός,"small, young, little",μικρός,"small, young, little"
ξύλινο,wooden,ξύλινο,wooden
πιθανό,"possible, probable",πιθανό,"possible, probable"
πολιτιστική,cultural,πολιτιστική,cultural
πραγματική,"real, actual",πραγματική,"real, actual"
πραγματικός,"real, a real, true",πραγματικός,"real, a real, true"
προσωπικός,"personal, private",προσωπικός,"personal, private"
πρόσφατο,"recent, latest, new",πρόσφατο,"recent, latest, new"
σημαντική,"important, material, significant",σημαντική,"important, material, significant"
σκέτος,"black (coffee), plain, ordinary",σκέτος,"black (coffee), plain, ordinary"
στρατιωτική,military,στρατιωτική,military
σύγχρονη,"modern, contemporary, current",σύγχρονη,"modern, contemporary, current"
τέλεια,"perfect, perfectly, great",τέλεια,"perfect, perfectly, great"
τελική,"final, last, ultimate",τελική,"final, last, ultimate"
τοπικό,"local, regional",τοπικό,"local, regional"
τοπικός,"local, regional",τοπικός,"local, regional"
υπέροχος,"great, wonderful, awesome",υπέροχος,"great, wonderful, awesome"
υπεύθυνος,"responsible, in charge, liable",υπεύθυνος,"responsible, in charge, liable"
φυσιολογική,normal,φυσιολογική,normal
χαρούμενος,"happy, cheerful, glad",χαρούμενος,"happy, cheerful, glad"
ωραίος,"nice, beautiful",ωραίος,"nice, beautiful"
όμορφο,"beautiful, pretty, lovely",όμορφο,"beautiful, pretty, lovely"
άλογο,"horse, a horse",άλογο,"horse, a horse"
έντομο,"bug, insect",έντομο,"bug, insect"
αετός,eagle,αετός,eagle
αλεπού,fox,αλεπού,fox
αράχνη,spider,αράχνη,spider
αρκούδα,bear,αρκούδα,bear
γάτα,"cat, kitten",γάτα,"cat, kitten"
ελέφαντας,elephant,ελέφαντας,elephant
ερπετό,"reptile, a reptile, crawler",ερπετό,"reptile, a reptile, crawler"
ζώο,"animal, an animal",ζώο,"animal, an animal"
θηλαστικό,"mammal, a mammal",θηλαστικό,"mammal, a mammal"
καβούρι,crab,καβούρι,crab
καμήλα,camel,καμήλα,camel
καμηλοπάρδαλη,giraffe,καμηλοπάρδαλη,giraffe
κατοικίδιο,"pet, a pet",κατοικίδιο,"pet, a pet"
κουτάβι,"puppy, pup",κουτάβι,"puppy, pup"
κότα,"hen, chicken",κότα,"hen, chicken"
λαγός,"hare, jack rabbit",λαγός,"hare, jack rabbit"
λιοντάρι,lion,λιοντάρι,lion
λύκος,"wolf, this wolf does not eat",λύκος,"wolf, this wolf does not eat"
πάπια,duck,πάπια,duck
πίθηκος,"ape, monkey",πίθηκος,"ape, monkey"
πελεκάνος,pelican,πελεκάνος,pelican
πεταλούδα,butterfly,πεταλούδα,butterfly
ποντίκι,"mouse, a mouse",ποντίκι,"mouse, a mouse"
πουλί,"bird, a bird",πουλί,"bird, a bird"
σκύλος,dog,σκύλος,dog
τίγρης,tiger,τίγρης,tiger
χάμστερ,"hamster, hamsters",χάμστερ,"hamster, hamsters"
χελώνα,"turtle, tortoise",χελώνα,"turtle, tortoise"
άσχημος,"ugly, nasty, terrible",άσχημος,"ugly, nasty, terrible"
αδύνατος,thin,αδύνατος,thin
καστανός,brown,καστανός,brown
μάτι,eye,μάτι,eye
μεγάλος,"big, old",μεγάλος,"big, old"
νέος,"young, new, modern",νέος,"young, new, modern"
πρόσωπο,"face, person",πρόσωπο,"face, person"
χοντρός,fat,χοντρός,fat
όμορφος,"beautiful, handsome, pretty",όμορφος,"beautiful, handsome, pretty"
έξυπνος,"clever, smart",έξυπνος,"clever, smart"
ήσυχος,quiet,ήσυχος,quiet
ανεξάρτητος,independent,ανεξάρτητος,independent
αρνητικός,"negative, disapproving",αρνητικός,"negative, disapproving"
αστείος,funny,αστείος,funny
γλυκός,sweet,γλυκός,sweet
κακός,bad,κακός,bad
χαρακτήρας,character,χαρακτήρας,character
γάντι,glove,γάντι,glove
γραβάτα,"tie, necktie",γραβάτα,"tie, necktie"
δερμάτινες,leather,δερμάτινες,leather
δερμάτινη,leather,δερμάτινη,leather
δερμάτινο,leather,δερμάτινο,leather
ζακέτα,"sweater, jacket, cardigan",ζακέτα,"sweater, jacket, cardigan"
ζώνη,"zone, a belt, one belt",ζώνη,"zone, a belt, one belt"
κάλτσα,sock,κάλτσα,sock
κάλτσες,socks,κάλτσες,socks
καπέλο,"hat, a hat, cap",καπέλο,"hat, a hat, cap"
κασκόλ,"scarves, (a) scarf",κασκόλ,"scarves, (a) scarf"
κοσμήματα,"jewelry, jewellery, jewels",κοσμήματα,"jewelry, jewellery, jewels"
κοστούμι,"suit, costume",κοστούμι,"suit, costume"
κόσμημα,"jewel, jewellery, piece of jewellery",κόσμημα,"jewel, jewellery, piece of jewellery"
μάλλινο,"woollen, woolen, wool",μάλλινο,"woollen, woolen, wool"
μάλλινος,"woolen, woollen, woollen one",μάλλινος,"woolen, woollen, woollen one"
μπλούζα,"blouse, a blouse, shirt (no buttons)",μπλούζα,"blouse, a blouse, shirt (no buttons)"
μπουφάν,"jacket, parka",μπουφάν,"jacket, parka"
μπότα,"boot, buskin",μπότα,"boot, buskin"
μπότες,boots,μπότες,boots
παλτό,"coat, a coat, overcoat",παλτό,"coat, a coat, overcoat"
παντελόνι,"pants, trousers, pair of pants",παντελόνι,"pants, trousers, pair of pants"
παπούτσια,shoes,παπούτσια,shoes
πορτοφόλι,"wallet, purse",πορτοφόλι,"wallet, purse"
ρούχα,"clothes, clothing",ρούχα,"clothes, clothing"
σκούφους,"winter caps, skull caps",σκούφους,"winter caps, skull caps"
τσέπη,pocket,τσέπη,pocket
φοράει,"(he/she/it) is wearing, (he/she/it) wears",φοράει,"(he/she/it) is wearing, (he/she/it) wears"
φοράω,"I am wearing, I wear",φοράω,"I am wearing, I wear"
φούστα,"skirt, a skirt",φούστα,"skirt, a skirt"
φόρεμα,dress,φόρεμα,dress
άσπρη,white,άσπρη,white
άσπρο,white,άσπρο,white
ασπρόμαυρο,black and white,ασπρόμαυρο,black and white
γαλάζιο,"light blue, pale blue, a light blue dress",γαλάζιο,"light blue, pale blue, a light blue dress"
γκρι,"gray, grey",γκρι,"gray, grey"
κίτρινα,yellow,κίτρινα,yellow
κίτρινη,yellow,κίτρινη,yellow
κίτρινο,yellow,κίτρινο,yellow
κόκκινη,"red, ruby, scarlet",κόκκινη,"red, ruby, scarlet"
κόκκινο,red,κόκκινο,red
λαχανί,light green,λαχανί,light green
λευκό,white,λευκό,white
μαύρο,black,μαύρο,black
μαύρος,black,μαύρος,black
μοβ,"purple, mauve",μοβ,"purple, mauve"
μπλε,"blue, a blue",μπλε,"blue, a blue"
πολύχρωμο,"multicolored, colorful, colourful",πολύχρωμο,"multicolored, colorful, colourful"
πορτοκαλί,orange (color),πορτοκαλί,orange (color)
πράσινη,green,πράσινη,green
πράσινο,"green, greenery",πράσινο,"green, greenery"
σκούρο,dark,σκούρο,dark
χρώμα,"color, colour, paint",χρώμα,"color, colour, paint"
ή,or,ή,or
αλλά,but,αλλά,but
αν και,"although, even though, though",αν και,"although, even though, though"
επειδή,"because, since",επειδή,"because, since"
πως,"how, that",πως,"how, that"
ωστόσο,"however, but, nevertheless",ωστόσο,"however, but, nevertheless"
όποτε,"whenever, when",όποτε,"whenever, when"
όταν,when,όταν,when
ότι,that,ότι,that
άνοιξη,spring,άνοιξη,spring
αιώνας,century,αιώνας,century
απρίλιος,april,απρίλιος,april
απόγευμα,"afternoon, evening",απόγευμα,"afternoon, evening"
απόψε,"tonight, this evening",απόψε,"tonight, this evening"
αρχή,"beginning, start, from scratch",αρχή,"beginning, start, from scratch"
αύγουστος,August,αύγουστος,August
αύριο,tomorrow,αύριο,tomorrow
βράδυ,"night, evening, night (early)",βράδυ,"night, evening, night (early)"
γέννηση,birth,γέννηση,birth
γενιά,generation,γενιά,generation
δεκέμβριος,december,δεκέμβριος,december
δεκαετία,decade,δεκαετία,decade
δευτέρα,Monday,δευτέρα,Monday
δευτερόλεπτο,second,δευτερόλεπτο,second
εβδομάδα,week,εβδομάδα,week
εποχή,"season, age, epoch",εποχή,"season, age, epoch"
ηλικία,age,ηλικία,age
ημέρα,day,ημέρα,day
ημερολόγιο,"calendar, diary",ημερολόγιο,"calendar, diary"
ημερομηνία,"date, a date",ημερομηνία,"date, a date"
ιανουάριος,january,ιανουάριος,january
ιούλιος,July,ιούλιος,July
ιούνιος,June,ιούνιος,June
καλοκαίρι,summer,καλοκαίρι,summer
κυριακή,Sunday,κυριακή,Sunday
λίγο,"a little, some, a bit (of)",λίγο,"a little, some, a bit (of)"
λεπτό,"minute, 1/100 of a euro/dollar, 1/60 of an hour",λεπτό,"minute, 1/100 of a euro/dollar, 1/60 of an hour"
μάιος,may,μάιος,may
μάρτιος,march,μάρτιος,march
μέχρι,"by, until, to",μέχρι,"by, until, to"
μήνας,month,μήνας,month
νοέμβριος,november,νοέμβριος,november
νύχτα,"night, by the night, tonight",νύχτα,"night, by the night, tonight"
οκτώβριος,October,οκτώβριος,October
πάρτι,"party, parties",πάρτι,"party, parties"
πέμπτη,"thursday, fifth",πέμπτη,"thursday, fifth"
πέρυσι,last year,πέρυσι,last year
παζάρι,"fair, bargain, bazaar",παζάρι,"fair, bargain, bazaar"
παρασκευή,"Friday, on Friday",παρασκευή,"Friday, on Friday"
περίοδος,"period, time",περίοδος,"period, time"
πριν,"ago, before",πριν,"ago, before"
πρωί,morning,πρωί,morning
σάββατο,saturday,σάββατο,saturday
σήμερα,today,σήμερα,today
σεπτέμβριος,September,σεπτέμβριος,September
σκηνή,"stage, scene, a scene",σκηνή,"stage, scene, a scene"
στιγμή,"moment, instant",στιγμή,"moment, instant"
τέλος,"finale, end, ending",τέλος,"finale, end, ending"
τετάρτη,Wednesday,τετάρτη,Wednesday
τρίτη,"Tuesday, third",τρίτη,"Tuesday, third"
φέτος,this year,φέτος,this year
φεβρουάριος,february,φεβρουάριος,february
φθινόπωρο,"fall, autumn",φθινόπωρο,"fall, autumn"
χειμώνας,winter,χειμώνας,winter
χθες,yesterday,χθες,yesterday
χρόνος,"year, time",χρόνος,"year, time"
ώρα,"hour, time",ώρα,"hour, time"
αυτά,"these, they, the things",αυτά,"these, they, the things"
αυτές,"these, they, them",αυτές,"these, they, them"
αυτούς,"them, these, they",αυτούς,"them, these, they"
αυτόν,"him, this",αυτόν,"him, this"
αυτός ο,"this, that",αυτός ο,"this, that"
εκείνα,those,εκείνα,those
εκείνο,"that, that one",εκείνο,"that, that one"
εκείνοι,those,εκείνοι,those
εκείνον,that,εκείνον,that
εκείνος,that,εκείνος,that
τις,the,τις,the
τον,"the, him",τον,"the, him"
όλα,"all, everything, from all",όλα,"all, everything, from all"
όλες,"all, everybody",όλες,"all, everybody"
όλοι,"everyone, everybody",όλοι,"everyone, everybody"
αγοριού,"boy's, boyfriend",αγοριού,"boy's, boyfriend"
αντρών,man,αντρών,man
αράχνης,The spider's,αράχνης,The spider's
βιβλίου,books,βιβλίου,books
γυναίκας,"woman, lady's",γυναίκας,"woman, lady's"
γυναικών,The [women's,γυναικών,The [women's
ενός,of a,ενός,of a
ζώου,"The animal's meal, The animal's bread.",ζώου,"The animal's meal, The animal's bread."
ζώων,animals (gen.),ζώων,animals (gen.)
καρπουζιού,watermelon,καρπουζιού,watermelon
κοριτσιού,"girl, girlfriend",κοριτσιού,"girl, girlfriend"
κοριτσιών,girls,κοριτσιών,girls
κουταλιού,spoons,κουταλιού,spoons
μήλου,apple,μήλου,apple
νερού,water,νερού,water
παιδιού,child,παιδιού,child
παιδιών,children (gen.),παιδιών,children (gen.)
πρωινού,"breakfast, the breakfast dish, the breakfast plate",πρωινού,"breakfast, the breakfast dish, the breakfast plate"
σαλάτας,"salad, the salad's salt, the salad dish",σαλάτας,"salad, the salad's salt, the salad dish"
σκύλου,dog,σκύλου,dog
τα άρθρα της γενικής,the articles of the general,τα άρθρα της γενικής,the articles of the general
τυριού,cheese,τυριού,cheese
των,"of, of the (gen. pl.)",των,"of, of the (gen. pl.)"
υλικό του κουταλιού,spoon material,υλικό του κουταλιού,spoon material
χυμού,juice,χυμού,juice
έπιπλο,"furniture, piece of furniture",έπιπλο,"furniture, piece of furniture"
αποθήκη,"storage room, a storeroom, pantry",αποθήκη,"storage room, a storeroom, pantry"
βιβλιοθήκη,"library, bookcase",βιβλιοθήκη,"library, bookcase"
βρύση,"faucet, tap",βρύση,"faucet, tap"
δωμάτιο,"room, a room",δωμάτιο,"room, a room"
καλοριφέρ,"radiator, central heating, heater",καλοριφέρ,"radiator, central heating, heater"
καναπές,"sofa, couch",καναπές,"sofa, couch"
κουζίνα,"kitchen, stove, cooker",κουζίνα,"kitchen, stove, cooker"
κρεβάτι,"bed, a bed",κρεβάτι,"bed, a bed"
μαξιλάρι,"pillow, cushion",μαξιλάρι,"pillow, cushion"
νεροχύτης,sink,νεροχύτης,sink
ντουλάπα,"closet, wardrobe",ντουλάπα,"closet, wardrobe"
ντους,shower,ντους,shower
οδοντόκρεμα,toothpaste,οδοντόκρεμα,toothpaste
οροφή,"ceiling, roof",οροφή,"ceiling, roof"
πάτωμα,"floor, ground",πάτωμα,"floor, ground"
παράθυρο,window,παράθυρο,window
πολυθρόνα,"armchair, lounge chair",πολυθρόνα,"armchair, lounge chair"
πόρτα,door,πόρτα,door
σαλόνι,"living room, sitting room, a living room",σαλόνι,"living room, sitting room, a living room"
σκάλα,"staircase, ladder, stairs",σκάλα,"staircase, ladder, stairs"
σκεπή,roof,σκεπή,roof
