μωρό,"baby, infant",μωρό,"baby, infant"
νονά,godmother,νονά,godmother
νονός,godfather,νονός,godfather
ξάδελφος,cousin,ξάδελφος,cousin
οικογένεια,"family, a family",οικογένεια,"family, a family"
οικογενειακός,family,οικογενειακός,family
παππούς,"grandfather, grandpa",παππούς,"grandfather, grandpa"
πατέρας,"father, a father",πατέρας,"father, a father"
συγγενής,"relative, cognate",συγγενής,"relative, cognate"
συγγενείς,"relatives, cognates, related",συγγενείς,"relatives, cognates, related"
σύζυγός,"wife, husband",σύζυγός,"wife, husband"
τύπος,"type, press, man",τύπος,"type, press, man"
αγγούρι,cucumber,αγγούρι,cucumber
αλάτι,salt,αλάτι,salt
αυγό,egg,αυγό,egg
αχλάδι,pear,αχλάδι,pear
βοδινό,beef,βοδινό,beef
γεύμα,"meal, dinner, lunch",γεύμα,"meal, dinner, lunch"
γλυκό,"sweet, dessert, candy",γλυκό,"sweet, dessert, candy"
γύρος,"gyro, gyros, turn",γύρος,"gyro, gyros, turn"
δείπνο,"dinner, supper",δείπνο,"dinner, supper"
ελαιόλαδο,olive oil,ελαιόλαδο,olive oil
ζάχαρη,"sugar, (of) sugar",ζάχαρη,"sugar, (of) sugar"
ζυμαρικά,"pasta, macaroni",ζυμαρικά,"pasta, macaroni"
κέικ,cake,κέικ,cake
κέτσαπ,"ketchup, catsup",κέτσαπ,"ketchup, catsup"
καρπούζι,watermelon,καρπούζι,watermelon
καρότο,carrot,καρότο,carrot
καφέ,"coffee, brown, of coffee",καφέ,"coffee, brown, of coffee"
καφές,"coffee, ο καφές",καφές,"coffee, ο καφές"
κεράσι,cherry,κεράσι,cherry
κεφτές,"meatball, a meatball",κεφτές,"meatball, a meatball"
κοτόπουλο,chicken,κοτόπουλο,chicken
κρέας,meat,κρέας,meat
κρασί,"wine, of wine",κρασί,"wine, of wine"
κρεμμύδι,onion,κρεμμύδι,onion
λεμόνι,lemon,λεμόνι,lemon
λουκάνικο,"sausage, hot dog, wiener",λουκάνικο,"sausage, hot dog, wiener"
με,"with, me, by",με,"with, me, by"
μεσημεριανό,lunch,μεσημεριανό,lunch
μπριζόλα,steak,μπριζόλα,steak
μπύρα,beer,μπύρα,beer
νόστιμο,"delicious, tasty, yummy",νόστιμο,"delicious, tasty, yummy"
νόστιμος,"tasty, delicious",νόστιμος,"tasty, delicious"
πίτσα,"pizza, of pizza",πίτσα,"pizza, of pizza"
παγωτό,ice cream,παγωτό,ice cream
πατάτα,potato,πατάτα,potato
πατάτες,potatoes,πατάτες,potatoes
πεπόνι,"(a) melon, a melon",πεπόνι,"(a) melon, a melon"
πιάτο,"plate, dish",πιάτο,"plate, dish"
πιπέρι,pepper,πιπέρι,pepper
πορτοκάλι,"orange (fruit), an orange, is eating an orange",πορτοκάλι,"orange (fruit), an orange, is eating an orange"
πορτοκαλάδα,orangeade,πορτοκαλάδα,orangeade
ποτήρι,"glass, (a) glass (of)",ποτήρι,"glass, (a) glass (of)"
πρωινό,breakfast,πρωινό,breakfast
ροδάκινο,peach,ροδάκινο,peach
σαλάτα,"salad, a salad, any salad",σαλάτα,"salad, a salad, any salad"
σκόρδο,garlic,σκόρδο,garlic
σοκολάτα,chocolate,σοκολάτα,chocolate
σούπα,soup,σούπα,soup
σταφύλι,grape,σταφύλι,grape
τομάτα,"tomato, tomatoes",τομάτα,"tomato, tomatoes"
τροφή,"food, nourishment",τροφή,"food, nourishment"
τσάι,tea,τσάι,tea
τσίζκεικ,"cheesecake, cheesecakes",τσίζκεικ,"cheesecake, cheesecakes"
τυρί,cheese,τυρί,cheese
φαγητό,food,φαγητό,food
φράουλα,strawberry,φράουλα,strawberry
φρέσκο,fresh,φρέσκο,fresh
φρούτο,fruit,φρούτο,fruit
χάμπουργκερ,"hamburger, burger",χάμπουργκερ,"hamburger, burger"
χοιρινό,pork,χοιρινό,pork
χορτοφάγος,"vegetarian, a vegetarian",χορτοφάγος,"vegetarian, a vegetarian"
χυμός,juice,χυμός,juice
ψάρι,fish,ψάρι,fish
λω,λω,λω,λω
πα,πα,πα,πα
στω,"in, to, at",στω,"in, to, at"
τηλέφωνο,"telephone, phone",τηλέφωνο,"telephone, phone"
φω,lights,φω,lights
ψω,ψω,ψω,ψω
ωρίων,hours,ωρίων,hours
δικά,"look, see, watch",δικά,"look, see, watch"
δικές,own,δικές,own
δική,own,δική,own
δικοί,own,δικοί,own
δικό,"look, see, watch",δικό,"look, see, watch"
δικός,own,δικός,own
μας,"our, (to) us",μας,"our, (to) us"
σας,"your, you",σας,"your, you"
σου,"your, to you, you (singular)",σου,"your, to you, you (singular)"
της,"her, of, the",της,"her, of, the"
του,"his, of, of the",του,"his, of, of the"
τους,the,τους,the
Δαβίδ,David,Δαβίδ,David
Καναδά,"sofa, couch, the sofa",Καναδά,"sofa, couch, the sofa"
γορίλας,gorilla,γορίλας,gorilla
δα,da,δα,da
δράμα,drama,δράμα,drama
λα,peoples,λα,peoples
λο,Lo,λο,Lo
μεγάλο,"big, large, great",μεγάλο,"big, large, great"
σκελετός,skeleton,σκελετός,skeleton
αυτός κάνει,he does,αυτός κάνει,he does
βίντεο,video,βίντεο,video
ος,as many,ος,as many
ούζο,Ouzo,ούζο,Ouzo
σείο,σείο,σείο,σείο
σιν,whose,σιν,whose
σν,σν,σν,σν
σνακ,snack,σνακ,snack
στ,"the, in, at",στ,"the, in, at"
Μαρκ,"brand, label, make",Μαρκ,"brand, label, make"
Νανά,dwarf,Νανά,dwarf
αν,if,αν,if
να,to,να,to
ρία,ρία,ρία,ρία
ρο,router,ρο,router
ει,ει,ει,ει
ροζ,"pink, a pink",ροζ,"pink, a pink"
στο,"the, to the, in the",στο,"the, to the, in the"
τοποθεσία,"site, location, place",τοποθεσία,"site, location, place"
,
